track_name	album_name	artist_name	genres	release_date	duration_ms	popularity	explicit	is_playable	wks	t10	pk_rank	pk_streams	total_streams
Bất Chấp	Bất Chấp	WHEE!	['vietnam indie', 'v-pop', 'vietnamese lo-fi']	2023-07-28	184297.0	36.0	False	True	3	0	165	74559	201281
1/2	A Fence	Lee À	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2023-10-08	240000.0	52.0	False	True	1	0	144	201137	201137
NDA	Happier Than Ever	Billie Eilish	[]	2021-07-30	195776.0	73.0	True	True	4	0	39	89889	201098
Earth	Earth	Lil Dicky	[]	2019-04-18	281500.0	54.0	True	True	9	0	21	35499	200767
CRY FOR ME	CRY FOR ME	TWICE	['k-pop']	2020-12-18	204167.0	61.0	False	True	5	0	56	64241	200456
Harleys In Hawaii	Smile	Katy Perry	['pop']	2020-08-28	185480.0	68.0	False	True	7	0	25	49512	200081
Danger	Dark & Wild	BTS	['k-pop']	2014-08-20	245140.0	61.0	False	True	3	0	42	80384	200031
Nhạc Cho Mẹ (feat. Mikelodic)	Rap Việt Mùa 3 (2023) - Tập 15	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-09-03	199385.0	26.0	False	True	2	0	152	103950	199937
What do you think?	D-2	Agust D	['k-pop', 'k-rap']	2020-05-22	182171.0	54.0	True	True	3	0	31	118582	199597
Bad Boy	The Perfect Red Velvet - The 2nd Album Repackage	Red Velvet	['k-pop']	2018-01-29	210817.0	63.0	False	True	26	0	41	20778	199539
24h	24h	Lyly	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']	2020-10-28	257000.0	50.0	False	True	4	0	157	51245	198675
Bloody Mary	Born This Way (International Special Edition Version)	Lady Gaga	['art pop', 'pop']	2011-05-23	244760.0	71.0	False	True	3	0	143	74306	198600
Nắng Thủy Tinh	Nắng Thủy Tinh	Avin Lu	['v-pop', 'vietnam indie']	2022-02-28	147368.0	28.0	False	True	3	0	80	74602	198262
Tìm Lại Bầu Trời	Tìm Lại Bầu Trời, Vol. 10	Tuấn Hưng	['v-pop', 'vietnamese bolero', 'vinahouse']	2012-05-12	328773.0	41.0	False	True	20	0	19	29867	197727
Vị Nhà	Vị Nhà	Đen	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2025-01-15	298728.0	50.0	False	True	1	0	130	197713	197713
Love Maze	Love Yourself 轉 'Tear'	BTS	['k-pop']	2018-05-18	221529.0	62.0	False	True	14	2	8	63027	197596
Nếu Có Một Ngày - Original Soundtrack	Gai Gia Lam Chieu 2 - The Cougar Queen (Original Motion Picture Soundtrack)	Uyên Linh	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2018-12-10	256180.0	22.0	False	True	16	0	12	21682	196827
Em Chào Tết	Em Chào Tết	Bích Phương	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2020-01-01	188588.0	43.0	False	True	6	0	102	61500	196796
enough for you	SOUR	Olivia Rodrigo	[]	2021-05-21	202826.0	72.0	False	True	2	0	36	120097	196772
NGHE - NÓI (feat. Pjpo & Obito)	Rap Việt Season 2 - Tập 10	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2021-12-22	210862.0	30.0	False	True	4	0	64	70123	196741
Close to You	When the Stars Gossip OST Part.3	Jin	['k-pop']	2025-01-26	228146.0	78.0	False	True	1	0	133	196406	196406
"We Don't Talk About Bruno - From ""Encanto""/Soundtrack Version"	Disney Summer Songs , Vol. 2	Carolina Gaitán - La Gaita	[]	2023-09-25	216120.0	29.0	False	True	5	0	126	43926	195996
Intro		Hoàng Thùy Linh							5	0	16	74202	195947
WHISTLE - KR Ver.		BLACKPINK							21	0	96	26477	195913
Guilty as Sin?	THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY	Taylor Swift	[]	2024-04-19	254365.0	72.0	False	True	1	0	87	195162	195162
La Vie en Rose	COLOR*IZ	IZ*ONE	['k-pop']	2018-10-29	218993.0	60.0	False	True	21	0	25	14640	194745
People Pt.2 (feat. IU)	D-DAY	Agust D	['k-pop', 'k-rap']	2023-04-21	213995.0	62.0	False	True	3	0	26	108294	194566
This Time	Travelling Ways: The HTD Anthology	Caravan	['progressive rock', 'symphonic rock', 'art rock', 'psychedelic rock', 'krautrock']	2001-01-01	317920.0	0.0	False	True	7	0	95	32504	194296
the 1	folklore	Taylor Swift	[]	2020-07-24	210251.0	70.0	True	True	4	0	22	92727	193624
HWAA	I burn	(G)I-DLE	['k-pop']	2021-01-11	197320.0	56.0	False	True	4	0	52	69587	193508
Fast Forward	GAME PLAN	JEON SOMI	['k-pop']	2023-08-07	160578.0	52.0	False	True	2	0	150	102470	193466
Can't Control Myself	INVU - The 3rd Album	TAEYEON	['k-pop', 'k-ballad']	2022-02-14	181600.0	45.0	False	True	4	0	82	62146	192501
I Like It	Invasion of Privacy	Cardi B	[]	2018-04-06	253390.0	72.0	True	True	26	0	51	11465	192457
Mấy Khi	Gieo	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2022-11-25	177050.0	41.0	False	True	3	0	61	81323	192414
Butter (Hotter Remix)	Butter (Hotter, Sweeter, Cooler)	BTS	['k-pop']	2021-06-04	166962.0	40.0	False	True	5	0	105	44113	192337
Life Is Good (feat. Drake)	Life Is Good (feat. Drake)	Future	['rap']	2020-01-10	237735.0	68.0	True	True	8	0	79	26755	191957
Lac Nhau Co Phai Muon Doi (Music From “Cho Em Den Ngay Mai”)	Lac Nhau Co Phai Muon Doi (Music From “Cho Em Den Ngay Mai”)	ERIK	['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2017-01-16	316866.0	51.0	False	True	1	0	144	191609	191609
Butter (Hotter Remix)	Butter (Hotter, Sweeter, Cooler)	BTS	['k-pop']	2021-06-04	166962.0	40.0	False	True	5	0	107	43808	191550
Wake Me Up	True	Avicii	['edm']	2013-01-01	247426.0	82.0	False	True	23	1	3	33527	191166
Enjoy Cái Moment Này (feat. Tez, Anh Tú & Vũ Thảo My)	Rap Việt Mùa 3 (2023) - Tập 12	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-13	240000.0	27.0	False	True	2	0	177	98833	191139
Tình Yêu Buông Tha Cho Chúng Ta	Tình Yêu Buông Tha Cho Chúng Ta	Trungg I.U	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2025-01-02	261492.0	48.0	False	True	1	0	159	190503	190503
"""Slut!"" (Taylor's Version) (From The Vault)"	1989 (Taylor's Version)	Taylor Swift	[]	2023-10-26	180381.0	71.0	False	True	1	0	69	190163	190163
Mastermind	Midnights	Taylor Swift	[]	2022-10-21	191039.0	66.0	False	True	2	0	55	125928	190078
Phố Đã Lên Đèn - Cukak Remix		Huyền Tâm Môn							3	0	49	79573	188960
Psycho (feat. Ty Dolla $ign)	beerbongs & bentleys	Post Malone	[]	2018-04-27	221440.0	70.0	True	True	15	0	25	30708	188435
KHÔNG PHẢI TẠI NÓ (feat. Mai Ngô)	Rap Việt Season 2 - Tập 1	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2021-10-18	164210.0	27.0	False	True	4	0	60	65995	187718
Chưa Quên Người Yêu Cũ - Live Version	Chưa Quên Người Yêu Cũ (Live Version)	Hà Nhi	['v-pop', 'vinahouse', 'vietnamese lo-fi', 'vietnam indie']	2022-06-02	336000.0	27.0	False	True	4	0	128	55497	187026
Life Goes On	BE	BTS	['k-pop']	2020-11-20	207481.0	71.0	False	True	28	0	33	18810	186989
Overpass Graffiti	=	Ed Sheeran	['soft pop']	2021-10-25	236906.0	62.0	False	True	3	0	46	80447	186505
Rescue Me	Human (Deluxe)	OneRepublic	['soft pop']	2021-08-27	159650.0	65.0	False	True	11	0	64	20056	186125
Lo Xa	Lo Xa	Tiên Tiên	['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2020-12-18	167148.0	26.0	False	True	5	0	81	47988	185951
Four Seasons	Four Seasons	TAEYEON	['k-pop', 'k-ballad']	2019-03-24	188237.0	47.0	False	True	9	1	8	40316	185742
Bận Lòng	Bận Lòng	Pay	['v-pop', 'vietnam indie']	2022-10-03	202500.0	45.0	False	True	3	0	145	64259	185612
Đánh Đố (feat. Thanh Lam & Tùng Dương)	LINK	Hoàng Thùy Linh	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']	2022-08-11	268235.0	22.0	False	True	3	0	81	80239	185302
The River	The River	Axel Johansson	[]	2017-11-17	212210.0	45.0	False	True	19	0	37	16349	184999
Slide Away	SHE IS COMING	Miley Cyrus	[]	2019-05-31	233654.0	62.0	False	True	7	0	29	42131	184871
Who’s Afraid of Little Old Me?	THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY	Taylor Swift	[]	2024-04-19	334084.0	70.0	False	True	1	0	100	183574	183574
Heading Home	Heading Home	Alan Walker	[]	2020-04-01	184889.0	47.0	False	True	7	0	79	34047	183158
Cypher Nhà Làm	Cypher Nhà Làm	Low G	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2021-05-04	238152.0	38.0	True	True	4	0	80	55285	183062
Happy New Year	Super Trouper	ABBA	[]	1980	263693.0	54.0	False	True	6	0	98	57900	182044
Dung co mo	Dung co mo	ERIK	['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2018-12-14	216303.0	13.0	False	True	15	0	20	17134	181874
Cậu Ấm, Cô Chén (feat. Quang Anh Rhyder & dubbie)	Rap Việt Mùa 3 (2023) - Tập 7	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-07-09	201600.0	32.0	False	True	2	0	149	100329	181490
Born To Be Yours	Born To Be Yours	Kygo	['tropical house']	2018-06-15	193320.0	64.0	False	True	15	0	11	22521	181434
906090	906090	Tóc Tiên	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese bolero']	2022-10-19	208767.0	21.0	False	True	2	0	86	98705	181102
Thị Mầu	Thị Mầu	Hoà Minzy	['v-pop', 'vinahouse']	2023-03-05	205397.0	33.0	False	True	2	0	144	95823	180591
Get Money	THE WXRDIES	Wxrdie	['vietnamese hip hop', 'v-pop']	2024-11-12	162000.0	48.0	True	True	1	0	156	180300	180300
Chỉ Cần Có Nhau	Chỉ Cần Có Nhau	Vũ Cát Tường	['v-pop', 'vietnam indie']	2024-09-19	214387.0	49.0	False	True	1	0	171	179787	179787
Mượn Rượu Tỏ Tình	King Of Rap Tập 10	King Of Rap	['vietnamese hip hop', 'v-pop', 'vinahouse', 'thai pop']	2020-10-18	254629.0	40.0	False	True	6	0	128	34679	179747
Pied Piper	Love Yourself 承 'Her'	BTS	['k-pop']	2017-09-18	245620.0	66.0	False	True	2	0	18	143674	179641
Paradise	Love Yourself 轉 'Tear'	BTS	['k-pop']	2018-05-18	211223.0	58.0	False	True	13	1	10	61670	179563
Know me	Know me	GEMINI	['k-rap']	2021-02-06	214613.0	51.0	False	True	3	0	94	71053	179428
FIESTA	BLOOM*IZ	IZ*ONE	['k-pop']	2020-02-17	217760.0	57.0	False	True	6	0	70	41458	178968
Cô Gái M52	Cô Gái M52	HuyR	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop', 'vinahouse']	2018-06-01	211147.0	40.0	False	True	18	0	29	15189	178533
DICE	ENTWURF	NMIXX	['k-pop']	2022-09-19	165746.0	62.0	False	True	3	0	105	73693	178509
Permission to Dance (R&B Remix)	Permission to Dance	BTS	['k-pop']	2021-07-23	216156.0	42.0	False	True	5	0	74	53001	178036
Hãy Trao Cho Anh - Sky Tour 2019	Sky Tour (Original Motion Picture Soundtrack)	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2020-06-12	253033.0	25.0	False	True	5	0	49	48644	177965
Lạc	Lạc	Rhymastic	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2021-10-22	237531.0	30.0	False	True	4	0	84	55363	177847
Gửi Người Yêu Cũ	Gửi Người Yêu Cũ	Hồ Ngọc Hà	['v-pop', 'vinahouse']	2017-01-18	282541.0	22.0	False	True	10	0	13	37293	177670
my tears ricochet	folklore	Taylor Swift	[]	2020-07-24	255893.0	76.0	False	True	4	0	24	86966	176930
Rockstar - Extended	Rockstar	LISA	['k-pop']	2024-06-27	164782.0	60.0	True	True	1	0	94	176869	176869
champagne problems	evermore	Taylor Swift	[]	2020-12-11	244000.0	71.0	True	True	4	0	42	75849	176789
loml	THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY	Taylor Swift	[]	2024-04-19	277156.0	70.0	True	True	1	0	111	176166	176166
Fresh Out The Slammer	THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY	Taylor Swift	[]	2024-04-19	210789.0	67.0	False	True	1	0	113	176042	176042
Saint-Tropez	Hollywood's Bleeding	Post Malone	[]	2019-09-06	150866.0	61.0	True	True	7	0	47	36669	176033
Kỳ Vọng Sai Lầm	Kỳ Vọng Sai Lầm	Tăng Phúc	['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2022-09-26	221558.0	33.0	False	True	3	0	143	63912	176032
Without You (feat. Sandro Cavazza)	AVĪCI (01)	Avicii	['edm']	2017-08-10	181672.0	78.0	True	True	23	1	6	27738	175496
ICY	IT'z ICY	ITZY	['k-pop']	2019-07-29	191142.0	54.0	False	True	8	0	37	35558	175434
Blueming	Love poem	IU	['k-pop', 'k-ballad']	2019-11-18	217053.0	59.0	False	True	10	0	121	21214	175428
Cry For Me	Hurry Up Tomorrow	The Weeknd	[]	2025-01-31	224136.0	87.0	True	True	1	0	139	175273	175273
EVERYDAY	EVERYD4Y	WINNER	['k-pop']	2018-04-04	206350.0	45.0	False	True	17	1	8	32633	175189
Ms. May (feat. Magazine)	Qua Khung Cửa Sổ	Chillies	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2021-05-05	203593.0	26.0	False	True	4	0	74	58734	175176
Gia Vo Say	Ten On Ten	Đông Nhi	['v-pop', 'vinahouse']	2018-12-13	272542.0	11.0	False	True	16	0	22	21062	175086
Godzilla (feat. Juice WRLD)	Music To Be Murdered By	Eminem	['rap', 'hip hop']	2020-01-17	210800.0	79.0	True	True	7	0	67	31578	174468
Best Friend (feat. Doja Cat)	Best Friend (feat. Doja Cat) [Remix EP] [Extended Edition]	Saweetie	[]	2021-04-23	155883.0	67.0	True	True	6	0	169	30686	174287
Only The Young - Featured in Miss Americana	Only The Young (Featured in Miss Americana)	Taylor Swift	[]	2020-01-31	157507.0	57.0	False	True	5	0	40	48665	173882
28 Reasons	28 Reasons - The 1st Mini Album	SEULGI	['k-pop']	2022-10-04	189413.0	59.0	False	True	3	0	113	70066	173753
Let Me In	Let Me In	EXO	['k-pop']	2023-06-12	197533.0	46.0	False	True	2	0	177	86897	173586
supernatural	eternal sunshine	Ariana Grande	['pop']	2024-03-08	163381.0	70.0	False	True	1	0	115	173414	173414
Right People, Wrong Place	Right Place, Wrong Person	RM	['k-pop', 'k-rap']	2024-05-24	117000.0	56.0	True	True	1	0	108	173081	173081
Anh Không Thể	22	MONO	['v-pop', 'vietnamese hip hop', 'vinahouse']	2022-08-18	219936.0	32.0	False	True	3	0	141	59245	172940
All The Stars (with SZA)	Black Panther The Album Music From And Inspired By	Kendrick Lamar	['hip hop', 'west coast hip hop']	2018-02-09	232186.0	90.0	True	True	13	0	15	34446	172923
Abracadabra	Abracadabra	Lady Gaga	['art pop', 'pop']	2025-02-03	223398.0	90.0	False	True	1	0	174	172008	172008
Dưới Tán Cây Khô Hoa Nở	Dưới Tán Cây Khô Hoa Nở	Jack - J97	['v-pop', 'vietnamese lo-fi', 'vinahouse']	2024-12-10	282352.0	45.0	False	True	1	0	195	171033	171033
Hope Not	Kill This Love	BLACKPINK	['k-pop']	2019-04-05	191030.0	51.0	False	True	7	1	9	58430	170832
Hồn Lỡ Sa Vào	Keep Cầm Ca	Binz	['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']	2024-11-27	198545.0	44.0	False	True	1	0	173	170690	170690
Heartless	After Hours	The Weeknd	[]	2020-03-20	198266.0	74.0	True	True	7	0	46	39494	170123
Senorita	I made	(G)I-DLE	['k-pop']	2019-02-26	197616.0	52.0	False	True	12	0	20	30649	170019
Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)	METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)	Metro Boomin	[]	2023-06-02	219453.0	67.0	False	True	2	0	172	88566	169739
on the street (solo version)	HOPE ON THE STREET VOL.1	j-hope	['k-pop', 'k-rap']	2024-03-29	191602.0	63.0	False	True	1	0	114	169542	169542
anh nhà ở đâu thế	dreaAMEE	AMEE	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2020-06-20	216000.0	46.0	False	True	6	0	74	38093	168933
Thương Nhiều Hơn Nói (feat. Đạt G, B-Ray)	Thương Nhiều Hơn Nói (feat. Đạt G, B-Ray)	Masew	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi', 'vietnam indie']	2020-01-01	178353.0	23.0	False	True	17	0	22	16736	168913
Thư Cho Anh	Người Tình	TRANG	['vietnam indie', 'v-pop']	2017-09-19	241621.0	31.0	False	True	21	0	42	11603	168808
Phoenix	Phoenix	League of Legends	[]	2019-10-08	197633.0	62.0	False	True	7	0	45	38555	168559
Đau Thế Mà	Tâm 9	Mỹ Tâm	['v-pop', 'vietnamese bolero', 'vietnam indie']	2017-12-06	194266.0	18.0	False	True	21	0	43	18240	168394
Stupid Love	Chromatica	Lady Gaga	['art pop', 'pop']	2020-05-29	193533.0	63.0	False	True	4	0	28	68080	167384
Ca Khúc Cuối	THE WXRDIES	Wxrdie	['vietnamese hip hop', 'v-pop']	2024-11-12	185514.0	47.0	True	True	1	0	166	167152	167152
GIANTS	GIANTS	True Damage	[]	2019-11-10	191720.0	58.0	False	True	4	0	16	62507	167085
Những Con Đường Song Song	Những Con Đường Song Song	Chillies	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2019-05-22	297662.0	31.0	False	True	8	0	125	26268	167076
Tình Là Gì Đây Em Ơi Remix	Tình Là Gì Đây Em Ơi	ICM	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse', 'vietnamese hip hop']	2021-01-15	224351.0	10.0	False	True	2	0	49	86895	166958
Halo	I AM...SASHA FIERCE - Platinum Edition	Beyoncé	[]	2008	261160.0	70.0	False	True	28	0	108	12699	166852
Midnight Sky	Plastic Hearts	Miley Cyrus	[]	2020-11-27	223280.0	67.0	False	True	5	0	51	47219	166012
Mother's Daughter	SHE IS COMING	Miley Cyrus	[]	2019-05-31	219080.0	60.0	True	True	8	0	22	36077	165754
Blue Side	Blue Side	j-hope	['k-pop', 'k-rap']	2021-03-02	198600.0	57.0	False	True	2	0	35	120839	164897
Hướng Dương	Hướng Dương	Thắng	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2024-06-01	208805.0	41.0	False	True	1	0	119	164551	164551
Honest (feat. Don Toliver)	Honest	Justin Bieber	[]	2022-04-29	193322.0	59.0	True	True	2	0	47	103849	164534
Between us - Vietnamese version		SOOBIN							21	0	46	11379	164526
LATATA	I am	(G)I-DLE	['k-pop']	2018-05-02	202772.0	56.0	False	True	20	0	23	15252	164315
Không Yêu Xin Đừng Nói (Piano Version)	Không Yêu Xin Đừng Nói (Piano Version)	UMIE	['v-pop', 'vietnamese hip hop', 'vinahouse']	2023-10-03	244218.0	48.0	False	True	1	0	156	164106	164106
Em Gai Mua Cover - Huong Tram ft Anh Khang - Original	Em Gai Mua Cover - Huong Tram ft Anh Khang (Original)	Anh Khang	['v-pop', 'vietnam indie']	2018-03-07	196944.0	21.0	False	True	17	0	29	14814	164058
CROWN	The Dream Chapter: STAR	TOMORROW X TOGETHER	['k-pop']	2019-03-04	230706.0	57.0	False	True	11	0	33	23990	163303
Snapping	Flourishing	CHUNG HA	['k-pop']	2019-06-24	213164.0	52.0	False	True	10	0	82	20811	162913
Anh Chồng Quốc Dân Của Em (feat. Lăng LD & Rhymastic)	Rap Việt Tập 16	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2020-11-16	186666.0	16.0	False	True	3	0	58	72466	162555
Dáng Xinh	Dáng Xinh	Low G	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2021-12-16	205244.0	46.0	False	True	3	0	63	69650	162443
Gashina	SUNMI SPECIAL EDITION [Gashina]	SUNMI	['k-pop']	2017-08-22	180000.0	57.0	False	True	28	0	127	11398	162288
Anh Thuong Em Nhat Do - Acoustic Version		Am Mi							9	0	70	24237	162261
Candy	Candy - Winter Special Mini Album	NCT DREAM	['k-pop']	2022-12-16	217066.0	60.0	False	True	2	0	92	99261	162009
CHIHIRO	HIT ME HARD AND SOFT	Billie Eilish	[]	2024-05-17	303440.0	86.0	False	True	1	0	122	161416	161416
Tình Xa Lúc Ban Chiều - Piano Version		K-ICM							3	0	93	62991	160904
Cry About It Later	Smile	Katy Perry	['pop']	2020-08-28	189772.0	42.0	False	True	5	0	76	36771	160873
Cross Me (feat. Chance the Rapper & PnB Rock)	No.6 Collaborations Project	Ed Sheeran	['soft pop']	2019-07-12	206186.0	54.0	True	True	8	0	33	30801	160420
MIC Drop (Steve Aoki Remix) (Full Length Edition)	Love Yourself 結 'Answer'	BTS	['k-pop']	2018-08-24	307675.0	64.0	False	True	19	0	35	18022	160304
Nevermind	Nevermind	Dennis Lloyd	[]	2017-06-30	156600.0	72.0	False	True	20	0	43	13739	160237
Smokin Out The Window	An Evening With Silk Sonic	Bruno Mars	[]	2021-11-11	197442.0	68.0	False	True	4	0	111	44661	160031
Don't Call Me Up	Ivy To Roses (Mixtape)	Mabel	[]	2019-01-18	178480.0	68.0	False	True	11	0	52	18342	159764
SICKO MODE	ASTROWORLD	Travis Scott	['rap']	2018-08-03	312820.0	79.0	True	True	24	0	55	9478	159323
this is what falling in love feels like	this is what ____ feels like (Vol. 1-4)	JVKE	[]	2022-09-23	120308.0	71.0	False	True	4	0	157	43730	159064
Bad Habits	An-nyeong	SHAUN	['k-pop']	2019-01-01	212959.0	43.0	False	True	10	0	13	25694	158716
So What	Love Yourself 轉 'Tear'	BTS	['k-pop']	2018-05-18	281520.0	60.0	False	True	10	0	11	58063	158639
Anh Freestyle	THE WXRDIES	Wxrdie	['vietnamese hip hop', 'v-pop']	2024-11-12	171968.0	46.0	True	True	1	0	179	158280	158280
I'm Fine	Love Yourself 結 'Answer'	BTS	['k-pop']	2018-08-24	240339.0	60.0	False	True	12	1	5	45699	158252
imagine	thank u, next	Ariana Grande	['pop']	2019-02-08	212266.0	64.0	True	True	12	0	12	24387	157943
UNDERSTAND	GABRIEL	keshi	[]	2022-03-25	150519.0	72.0	False	True	2	0	185	79922	157840
HY VỌNG (feat. Lower, Dablo & Vũ Phụng Tiên)	RAP VIỆT 2024, Tập 7	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2024-11-04	196000.0	28.0	False	True	3	0	50	65055	157750
NẾU ANH LÀ CỦA EM		Chị Đẹp Đạp Gió Rẽ Sóng							1	0	191	157535	157535
Xem Như Anh Chẳng May - Lofi	Tuyển Tập Nhạc Lofi Metub 1	CaoTri	['vietnamese lo-fi', 'vinahouse', 'v-pop']	2023-07-02	195851.0	0.0	False	True	3	0	132	54653	157501
Ai Mà Biết Được (feat. tlinh)	BẬT NÓ LÊN	SOOBIN	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2024-06-25	240000.0	50.0	False	True	1	0	90	157443	157443
My Universe - Instrumental	My Universe	Coldplay	[]	2021-09-24	228000.0	33.0	False	True	3	0	36	89274	157415
OK Not To Be OK	OK Not To Be OK	Marshmello	['edm']	2020-09-10	159862.0	57.0	False	True	6	0	91	32598	157142
Lạnh Lùng	Tâm 9	Mỹ Tâm	['v-pop', 'vietnamese bolero', 'vietnam indie']	2017-12-06	270160.0	21.0	False	True	20	0	50	16717	156162
Paradise	Soul Searching	Bazzi	[]	2019-08-09	169038.0	65.0	True	True	10	0	54	21742	156072
Drugs & The Internet	~how i'm feeling~	Lauv	[]	2020-03-06	178560.0	45.0	True	True	9	0	41	25691	155414
Teeth	CALM	5 Seconds of Summer	[]	2020-03-27	205502.0	76.0	False	True	8	0	60	27346	155349
Jopping	SuperM - The 1st Mini Album	SuperM	['k-pop']	2019-10-04	251293.0	55.0	False	True	6	0	19	54952	155285
What A Man Gotta Do	What A Man Gotta Do	Jonas Brothers	[]	2020-01-17	180644.0	65.0	False	True	6	0	69	29271	154976
Cherish (My Love)	Cherish (My Love) (Remixes)	ILLIT	['k-pop']	2024-10-28	176854.0	71.0	False	True	1	0	183	154746	154746
I Can See You (Taylor’s Version) (From The Vault)	Speak Now (Taylor's Version)	Taylor Swift	[]	2023-07-07	273186.0	68.0	False	True	1	0	65	154732	154732
Trốn Chạy	Đánh Đổi	Obito	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2023-10-10	170078.0	44.0	False	True	1	0	99	154452	154452
I Can Fix Him (No Really I Can)	THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY	Taylor Swift	[]	2024-04-19	156297.0	65.0	False	True	1	0	144	154320	154320
true story	eternal sunshine	Ariana Grande	['pop']	2024-03-08	163278.0	65.0	False	True	1	0	138	154282	154282
